query,top tables,target table,target answer
tv channel in india for fifa world cup,List of Premier League broadcasters_3ACA2C1CA8B6093E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,World Chess Championship_F4F345EE6949D3E6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,David Beckham_5B5AD88B2BB2F251,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,One Last Time (Ariana Grande song)_DD6529B18A4E0700,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017 FIFA Confederations Cup_D2CF97CC8A749A89,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of tallest structures_7B6B7F7CEAB8E78D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Energy in India_D78F0CBDB268B3BB,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Solheim Cup_A31808560A4344ED,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Family Matters_EED958ED33713AC6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,"Schenectady, New York_9DE06468A9087999",2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,The Crown (TV series)_E35215B5472368EF,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,World Chess Championship 2012_78CDC83ADC27F0D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Dinosaurs (TV series)_2ED2B0C170908C98,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Peyton Meyer_4EF32E22A9059265,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of districts in India_F94B7E238148AB14,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of FIFA country codes_F5AE655934DE37B9,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Dance India Dance_DA6A127CD48D13C6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Education in India_1CC735CD05181AC3,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Poverty in India_1CC735CD05181AC3,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Telecommunications in India_1CC735CD05181AC3,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of Disney Channel series_A49DF9C2FA9583CD,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Audi A3_F94BD901D2978611,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Audi A4_F94BD901D2978611,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Transport in Chennai_7B3599D99C4522CB,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of Indian submissions for the Academy Award for Best Foreign Language Film_6E83F476F8E4CCF0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Verghese Kurien_79F89802BAC338D3,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Joint Chiefs of Staff_2997A949DD2D3FB1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States Forces Korea_2997A949DD2D3FB1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States Marine Corps_2997A949DD2D3FB1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,India in World War II_D9736403DF23D673,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Sino-Soviet relations_1A768DBD81C8F5C1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,William Byron (racing driver)_B60C0F52458E1052,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,For Whom the Bell Tolls_E787E79F7899A4E8,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Andriy Shevchenko_DF35397E2FB8C120,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Thierry Henry_DF35397E2FB8C120,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Zinedine Zidane_DF35397E2FB8C120,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Aaron Smolinski_5AD68014919F48F0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Government_76CC089718CAFA2E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Lake George (New York)_9DE06468A9087999,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Italy at the FIFA World Cup_6F6D3A0872669BA,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States Department of Defense_2997A949DD2D3FB1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Manushi Chhillar_ABA9753F21FCB639,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 STP 500_A87A972C7C20C9EB,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,English cricket team in Sri Lanka in 2018–19_AE05C9E7B45B24E7,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Director of the National Security Agency_2997A949DD2D3FB1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States Department of the Navy_2997A949DD2D3FB1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Alex O'Loughlin_69C4A835CE7C90A6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Rick and Morty_68D982CCC9D63429,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Audi R8_4FE4B55745789F52,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Lies of the Heart_DB1040686C3BDF83,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Jack Gleeson_456F0A2D4C2AEE67,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,The Diary of a Young Girl_4D1EE715138ADA62,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Jersey Shore (TV series)_C3DB153D1E3CB541,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,The Punisher (TV series)_561E5D52993FFDBB,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2007 ICC World Twenty20_6A51EBF089C7C581,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States Secretary of the Air Force_2997A949DD2D3FB1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,China and the United Nations_1A768DBD81C8F5C1,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Janet King (TV series)_DC9E5FB6AD8154E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,The Great British Bake Off_E313BAFF9C5FB7DD,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Rahul Dravid_434B0AB680226D1F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Mass–energy equivalence_E9F1B8D47BA3563E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Iron Fist (TV series)_14FE5F37E06B90B0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Jessica Jones (TV series)_14FE5F37E06B90B0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,The Smurfs (TV series)_4906AE886F7D5BE0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Kiran Bedi_95E5AF9FECEE61D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,And Then There Were None_2E91703877E207E4,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Jack Wild_C7D036B5E8EDD09C,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,"Protection of Plant Varieties and Farmers' Rights Act, 2001_5B88A6ACEACDB41C",2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Cloak & Dagger (TV series)_A00AE9F34D3A8577,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of NASCAR drivers_4A71A8CFD3420E3B,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,United States Soccer Federation_2EF18939A2FFD44E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Ronaldo (Brazilian footballer)_DF35397E2FB8C120,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of Washington Capitals seasons_CCC20BC8AD42E50D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Photoelectric effect_7AC2C65797E50493,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Solar power_7AC2C65797E50493,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Solar-powered calculator_7AC2C65797E50493,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Another World (TV series)_F57B98BD9A6E7CE2,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of William Shakespeare screen adaptations_FF2AA98A9D80C05D,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,India women's national cricket team_4C8B09A5FC5136D6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Chakra: The Invincible_857302E426C927C,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Pinky and the Brain_857302E426C927C,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Agriculture in India_F10D6FF3B37C0D29,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Elections in India_F10D6FF3B37C0D29,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Income in India_F10D6FF3B37C0D29,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Irrigation in India_F10D6FF3B37C0D29,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Reservation in India_F10D6FF3B37C0D29,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Television in India_F10D6FF3B37C0D29,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Lovesick (TV series)_D62F9BDAE0B4CE3A,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Roy Dotrice_F242640C84F699D0,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Feud (TV series)_22250E2C73DE605F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Scotland_AD156A41A79084FB,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2017–18 NHL season_9CA21870C1474C14,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Mark Gatiss_ABE5E7149EF35065,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,List of FIFA country codes_C426AFEFF2FAA436,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Edmonton Oilers_5CC260D9B4C914E4,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Anna Hutchison_82CC519D6EF749DA,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,India men's national field hockey team_4C8B09A5FC5136D6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Shot Heard 'Round the World (baseball)_58A81EC512DB326E,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Rick and Morty (season 3)_D6AABC7D8CAC165,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,London Eye_A986D52FC322383,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,2018 Daytona 500_A29EAE8B8072D4B6,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Green Revolution in India_F10D6FF3B37C0D29,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,NCAA March Madness (CBS/Turner)_4CCB5EB99183AD5A,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
tv channel in india for fifa world cup,Miracle in Motown_5028AF952D4C522F,2018 FIFA World Cup broadcasting rights_EDBF8F23779A9BE9,Jio TV; AirTel TV; Sony Pictures Networks
